time,kph,mps,a,delta_x,x,slope,tractionForce,rollingResist,gradeResist,airBrk,approxTf
0.0,70,19.444444444444443,-1.2,18.84444444444444,0,0,-0.6596241251688982,-0.008285796272411706,-0.0,-0.5320900785586901,0
1.0,65.67999999999999,18.244444444444444,-1.2,17.644444444444442,18.84444444444444,0,-0.7030098776160609,-0.007973143942231137,-0.0,-0.4890169784417079,0
2.0,61.36,17.044444444444444,-1.2,16.444444444444443,36.48888888888888,0,-0.7525047060271003,-0.007664020416865704,-0.0,-0.4398312735560339,0
3.0,57.040000000000006,15.844444444444445,-1.2,15.244444444444445,52.93333333333332,0,-0.809496647297035,-0.007358425696315403,-0.0,-0.3831449270066496,0
4.0,52.720000000000006,14.644444444444446,-1.2,14.044444444444446,68.17777777777776,0,-0.8758286942682638,-0.007056359780580236,-0.0,-0.31711494595115586,0
5.0,48.400000000000006,13.444444444444446,-1.2,12.844444444444447,82.22222222222221,0,-0.95400183392196,-0.006757822669660202,-0.0,-0.23924034340837974,0
6.0,44.08000000000001,12.244444444444447,-1.2,11.644444444444447,95.06666666666666,0,-0.9782889079965605,-0.006462814363555301,-0.0,-0.21524827763988408,0
7.0,39.76000000000001,11.044444444444448,-1.2,10.444444444444448,106.71111111111111,0,-0.9782889079965605,-0.006171334862265534,-0.0,-0.2155397571411739,0
8.0,35.44000000000002,9.844444444444449,-1.2,9.244444444444449,117.15555555555555,0,-0.9782889079965605,-0.005883384165790899,-0.0,-0.21582770783764849,0
9.0,31.12000000000002,8.64444444444445,-1.2,8.04444444444445,126.4,0,-0.9782889079965605,-0.005598962274131397,-0.0,-0.21611212972930804,0
10.0,26.80000000000002,7.444444444444449,-1.2,6.844444444444449,134.44444444444446,0,-0.9782889079965605,-0.0053180691872870296,-0.0,-0.21639302281615236,0
11.0,22.480000000000018,6.244444444444449,-1.2,5.644444444444449,141.28888888888892,0,-0.9782889079965605,-0.005040704905257795,-0.0,-0.21667038709818165,0
12.0,18.160000000000014,5.044444444444449,-1.2,4.444444444444449,146.93333333333337,0,-0.9782889079965605,-0.004766869428043694,-0.0,-0.2169442225753957,0
13.0,13.840000000000016,3.8444444444444485,-1.2,3.2444444444444485,151.37777777777782,0,-0.9782889079965605,-0.0044965627556447256,-0.0,-0.21721452924779472,0
14.0,9.520000000000014,2.6444444444444484,-1.2,2.0444444444444483,154.62222222222226,0,-0.9782889079965605,-0.004229784888060891,-0.0,-0.2174813071153785,0
15.0,5.200000000000014,1.4444444444444484,-1.2,0.8444444444444484,156.6666666666667,0,-0.9782889079965605,-0.003966535825292189,-0.0,-0.21774455617814725,0
16.0,0.8800000000000144,0.24444444444444846,-1.2,0.02489711934156461,157.51111111111115,0,-0.9782889079965605,-0.0037068155673386206,-0.0,-0.21800427643610076,0
17.0,0.0,0,-1.2,0.0,157.53600823045272,0,-0.9782889079965605,-0.003654342218400688,-0.0,-0.21805674978503875,0
