time,kph,mps,a,delta_x,x,slope,tractionForce,rollingResist,gradeResist,airBrk,approxTf
0.0,0,0.0,0.9746345657781599,0.48731728288907994,0,0,0.9782889079965605,-0.003654342218400688,-0.0,0,0
1.0,3.5086844368013757,0.9746345657781599,0.9744244751230994,1.4618468033397096,0.48731728288907994,0,0.9782889079965605,-0.003864432873461125,-0.0,0,0
2.0,7.0166125472445335,1.9490590409012594,0.9742121026908376,2.436165092246678,1.9491640862287896,0,0.9782889079965605,-0.004076805305723018,-0.0,0,0
3.0,10.52377611693155,2.923271143592097,0.973997450491868,3.4102698688380313,4.385329178475468,0,0.9782889079965605,-0.0042914575046924955,-0.0,0,0
4.0,14.030166938702274,3.897268594083965,0.9737805205576952,4.384158854362813,7.795599047313499,0,0.9782889079965605,-0.004508387438865346,-0.0,0,0
5.0,17.535776812709976,4.87104911464166,0.9735613149407928,5.357829772112057,12.179757901676311,0,0.9782889079965605,-0.0047275930557677,-0.0,0,0
6.0,21.04059754649683,5.844610429582453,0.9733398357145634,6.331280347439734,17.537587673788366,0,0.9782889079965605,-0.004949072281997116,-0.0,0,0
7.0,24.54462095506926,6.817950265297016,0.9731160849732965,7.3045083077836646,23.8688680212281,0,0.9782889079965605,-0.005172823023264067,-0.0,0,0
8.0,28.047838860973126,7.791066350270313,0.9728900648321267,8.277511382686376,31.173376329011763,0,0.9782889079965605,-0.005398843164433818,-0.0,0,0
9.0,31.550243094368785,8.76395641510244,0.9726617774269918,9.250287303815936,39.45088771169814,0,0.9782889079965605,-0.0056271305695687265,-0.0,0,0
10.0,35.05182549310596,9.736618192529432,0.9724312249145897,10.222833804986728,48.701175015514075,0,0.9782889079965605,-0.005857683081970908,-0.0,0,0
11.0,38.55257790279848,10.709049417444023,0.9721984094723353,11.19514862218019,58.9240088205008,0,0.9782889079965605,-0.006090498524225326,-0.0,0,0
12.0,42.052492176898895,11.681247826916358,0.9719633332983173,12.167229493565516,70.11915744268099,0,0.9782889079965605,-0.006325574698243255,-0.0,0,0
13.0,45.55156017677283,12.653211160214676,0.9717259986112544,13.139074159520304,82.2863869362465,0,0.9782889079965605,-0.006562909385306154,-0.0,0,0
14.0,49.04977377177335,13.624937158825931,0.9345614491935397,14.092217883422702,95.4254610957668,0,0.9413639495396495,-0.006802500346109908,-0.0,0,0
15.0,52.41419498887009,14.55949860801947,0.873903512231765,14.996450364135354,109.51767897918951,0,0.8809386230510197,-0.007035110819254634,-0.0,0,0
